,database,group,anno
K08178,KEGG,unknown,K08178
K08191,KEGG,unknown,K08191
K08194,KEGG,unknown,K08194
K08195,KEGG,unknown,K08195
K08196,KEGG,unknown,K08196
K08217,KEGG,unknown,K08217
K08218,KEGG,unknown,K08218
K08219,KEGG,unknown,K08219
K08221,KEGG,unknown,K08221
K08222,KEGG,unknown,K08222
K08223,KEGG,unknown,K08223
K08224,KEGG,unknown,K08224
K08225,KEGG,unknown,K08225
K08227,KEGG,unknown,K08227
K08233,KEGG,EC:3.1,K08233
K08234,KEGG,unknown,K08234
K08236,KEGG,EC:2.4,K08236
K08254,KEGG,EC:3.2,K08254
K08256,KEGG,EC:2.4,K08256
K08260,KEGG,EC:3.5,K08260
K08262,KEGG,EC:1.1,K08262
K08264,KEGG,EC:1.8,K08264
K08276,KEGG,unknown,K08276
K08277,KEGG,unknown,K08277
K08279,KEGG,unknown,K08279
K08281,KEGG,EC:3.5,K08281
K08289,KEGG,EC:6.3,K08289
K08296,KEGG,EC:3.1,K08296
K08297,KEGG,EC:1.3,K08297
K08298,KEGG,EC:2.8,K08298
K08299,KEGG,EC:4.2,K08299
K08300,KEGG,EC:3.1,K08300
K08301,KEGG,EC:3.1,K08301
K08302,KEGG,EC:4.1,K08302
K08303,KEGG,EC:3.4,K08303
K08304,KEGG,EC:4.2,K08304
K08306,KEGG,EC:4.2,K08306
K08307,KEGG,EC:4.2,K08307
K08308,KEGG,EC:4.2,K08308
K08309,KEGG,EC:4.2,K08309
K08310,KEGG,EC:3.6,K08310
K08311,KEGG,EC:3.6,K08311
K08312,KEGG,EC:3.6,K08312
K08313,KEGG,EC:4.1,K08313
K08314,KEGG,EC:4.1,K08314
K08315,KEGG,EC:3.4,K08315
K08316,KEGG,EC:2.1,K08316
K08317,KEGG,EC:1.1,K08317
K08318,KEGG,EC:1.1,K08318
K08319,KEGG,EC:1.1,K08319
K08320,KEGG,EC:3.6,K08320
K08321,KEGG,EC:2.3,K08321
K08322,KEGG,EC:1.1,K08322
K08323,KEGG,EC:4.2,K08323
K08324,KEGG,EC:1.2,K08324
K08325,KEGG,EC:1.1,K08325
K08326,KEGG,EC:3.4,K08326
K08344,KEGG,unknown,K08344
K08348,KEGG,EC:1.1,K08348
K08349,KEGG,unknown,K08349
K08350,KEGG,unknown,K08350
K08351,KEGG,unknown,K08351
K08352,KEGG,EC:1.8,K08352
K08353,KEGG,unknown,K08353
K08354,KEGG,unknown,K08354
K08357,KEGG,unknown,K08357
K08358,KEGG,unknown,K08358
K08359,KEGG,unknown,K08359
K08363,KEGG,unknown,K08363
K08364,KEGG,unknown,K08364
K08365,KEGG,unknown,K08365
K08368,KEGG,unknown,K08368
K08369,KEGG,unknown,K08369
K08372,KEGG,EC:3.4,K08372
K08384,KEGG,unknown,K08384
K08475,KEGG,EC:2.7,K08475
K08476,KEGG,unknown,K08476
K08477,KEGG,EC:3.4,K08477
K08478,KEGG,unknown,K08478
K08483,KEGG,EC:2.7,K08483
K08484,KEGG,EC:2.7,K08484
K08485,KEGG,unknown,K08485
K08566,KEGG,EC:3.4,K08566
K08586,KEGG,EC:3.4,K08586
K08587,KEGG,EC:3.4,K08587
K08590,KEGG,EC:3.5,K08590
K08591,KEGG,EC:2.3,K08591
K08598,KEGG,unknown,K08598
K08600,KEGG,EC:3.4,K08600
K08602,KEGG,EC:3.4,K08602
K08603,KEGG,EC:3.4,K08603
K08640,KEGG,EC:3.4,K08640
K08641,KEGG,EC:3.4,K08641
K08643,KEGG,EC:3.4,K08643
K08644,KEGG,EC:3.4,K08644
K08659,KEGG,EC:3.4,K08659
K08661,KEGG,EC:3.4,K08661
K08676,KEGG,EC:3.4,K08676
K08678,KEGG,EC:4.1,K08678
K08679,KEGG,EC:5.1,K08679
K08680,KEGG,EC:4.2,K08680
K08681,KEGG,EC:4.3,K08681
K08682,KEGG,EC:3.1,K08682
K08683,KEGG,EC:1.1,K08683
K08686,KEGG,EC:1.1,K08686
K08688,KEGG,EC:3.5,K08688
K08693,KEGG,EC:3.1,K08693
K08714,KEGG,unknown,K08714
K08717,KEGG,unknown,K08717
K08722,KEGG,EC:3.1,K08722
K08723,KEGG,EC:3.1,K08723
K08724,KEGG,unknown,K08724
K08728,KEGG,EC:2.4,K08728
K08744,KEGG,EC:2.7,K08744
K08851,KEGG,EC:2.7,K08851
K08869,KEGG,unknown,K08869
K08924,KEGG,unknown,K08924
K08956,KEGG,EC:3.4,K08956
K08961,KEGG,EC:4.2,K08961
K08963,KEGG,EC:5.3,K08963
K08964,KEGG,EC:4.2,K08964
K08966,KEGG,EC:3.1,K08966
K08967,KEGG,EC:1.1,K08967
K08968,KEGG,EC:1.8,K08968
K08969,KEGG,EC:2.6,K08969
K08970,KEGG,unknown,K08970
K08971,KEGG,unknown,K08971
K08972,KEGG,unknown,K08972
K08973,KEGG,EC:1.3,K08973
K08974,KEGG,unknown,K08974
K08975,KEGG,unknown,K08975
K08978,KEGG,unknown,K08978
K08979,KEGG,unknown,K08979
K08981,KEGG,unknown,K08981
K08982,KEGG,unknown,K08982
K08983,KEGG,unknown,K08983
K08984,KEGG,unknown,K08984
K08986,KEGG,unknown,K08986
K08987,KEGG,unknown,K08987
K08988,KEGG,unknown,K08988
K08989,KEGG,unknown,K08989
K08990,KEGG,unknown,K08990
K08992,KEGG,unknown,K08992
K08993,KEGG,unknown,K08993
K08994,KEGG,unknown,K08994
K08995,KEGG,unknown,K08995
K08996,KEGG,unknown,K08996
K08997,KEGG,EC:2.7,K08997
K08998,KEGG,unknown,K08998
K08999,KEGG,unknown,K08999
K09000,KEGG,unknown,K09000
K09001,KEGG,EC:2.7,K09001
K09002,KEGG,unknown,K09002
K09003,KEGG,unknown,K09003
K09004,KEGG,unknown,K09004
K09005,KEGG,unknown,K09005
K09007,KEGG,EC:3.5,K09007
K09008,KEGG,unknown,K09008
K09009,KEGG,unknown,K09009
K09011,KEGG,EC:2.3,K09011
K09012,KEGG,unknown,K09012
K09013,KEGG,unknown,K09013
K09014,KEGG,unknown,K09014
K09015,KEGG,unknown,K09015
K09016,KEGG,unknown,K09016
K09017,KEGG,unknown,K09017
K09018,KEGG,EC:1.1,K09018
K09019,KEGG,EC:1.1,K09019
K09020,KEGG,EC:3.5,K09020
K09021,KEGG,unknown,K09021
K09022,KEGG,EC:3.5,K09022
K09023,KEGG,EC:3.5,K09023
K09024,KEGG,EC:1.5,K09024
K09116,KEGG,EC:3.1,K09116
K09117,KEGG,unknown,K09117
K09118,KEGG,unknown,K09118
K09119,KEGG,unknown,K09119
K09121,KEGG,EC:4.9,K09121
K09124,KEGG,unknown,K09124
K09125,KEGG,unknown,K09125
K09126,KEGG,unknown,K09126
K09127,KEGG,unknown,K09127
K09128,KEGG,EC:4.2,K09128
K09129,KEGG,unknown,K09129
K09131,KEGG,unknown,K09131
K09132,KEGG,unknown,K09132
K09133,KEGG,unknown,K09133
K09136,KEGG,unknown,K09136
K09137,KEGG,unknown,K09137
K09138,KEGG,unknown,K09138
K09139,KEGG,unknown,K09139
K09140,KEGG,unknown,K09140
K09141,KEGG,unknown,K09141
K09142,KEGG,EC:2.1,K09142
K09143,KEGG,unknown,K09143
K09144,KEGG,unknown,K09144
K09145,KEGG,unknown,K09145
K09148,KEGG,unknown,K09148
K09153,KEGG,unknown,K09153
K09154,KEGG,unknown,K09154
K09155,KEGG,unknown,K09155
K09157,KEGG,unknown,K09157
K09158,KEGG,unknown,K09158
K09159,KEGG,unknown,K09159
K09160,KEGG,unknown,K09160
K09161,KEGG,unknown,K09161
K09163,KEGG,unknown,K09163
K09164,KEGG,unknown,K09164
K09165,KEGG,unknown,K09165
K09167,KEGG,unknown,K09167
K09181,KEGG,unknown,K09181
K09251,KEGG,EC:2.6,K09251
K09252,KEGG,EC:3.1,K09252
K09281,KEGG,unknown,K09281
K09282,KEGG,unknown,K09282
K09384,KEGG,unknown,K09384
K09388,KEGG,unknown,K09388
K09456,KEGG,unknown,K09456
K09457,KEGG,EC:1.7,K09457
K09458,KEGG,EC:2.3,K09458
K09459,KEGG,EC:4.1,K09459
K09460,KEGG,EC:6.2,K09460
K09462,KEGG,EC:3.4,K09462
K09469,KEGG,unknown,K09469
K09470,KEGG,EC:6.3,K09470
K09471,KEGG,EC:1.4,K09471
K09472,KEGG,EC:1.2,K09472
K09473,KEGG,EC:3.5,K09473
K09474,KEGG,EC:3.1,K09474
K09475,KEGG,unknown,K09475
K09476,KEGG,unknown,K09476
K09477,KEGG,unknown,K09477
K09482,KEGG,EC:6.3,K09482
K09488,KEGG,unknown,K09488
K09516,KEGG,EC:1.3,K09516
K09607,KEGG,EC:3.4,K09607
K09611,KEGG,EC:3.4,K09611
K09612,KEGG,EC:3.4,K09612
K09667,KEGG,EC:2.4,K09667
K09680,KEGG,EC:2.7,K09680
K09681,KEGG,unknown,K09681
K09684,KEGG,unknown,K09684
K09685,KEGG,unknown,K09685
K09688,KEGG,unknown,K09688
K09689,KEGG,EC:7.6,K09689
K09690,KEGG,unknown,K09690
K09691,KEGG,unknown,K09691
K09692,KEGG,unknown,K09692
K09693,KEGG,EC:7.5,K09693
K09694,KEGG,unknown,K09694
K09696,KEGG,unknown,K09696
K09697,KEGG,EC:7.2,K09697
K09698,KEGG,EC:6.1,K09698
K09699,KEGG,EC:2.3,K09699
K09700,KEGG,unknown,K09700
K09701,KEGG,unknown,K09701
K09702,KEGG,unknown,K09702
K09703,KEGG,unknown,K09703
K09704,KEGG,unknown,K09704
K09705,KEGG,unknown,K09705
K09706,KEGG,unknown,K09706
K09707,KEGG,unknown,K09707
K09709,KEGG,EC:4.2,K09709
K09710,KEGG,unknown,K09710
K09711,KEGG,unknown,K09711
K09712,KEGG,unknown,K09712
K09713,KEGG,unknown,K09713
K09716,KEGG,EC:3.1,K09716
K09717,KEGG,unknown,K09717
K09720,KEGG,unknown,K09720
K09721,KEGG,unknown,K09721
K09722,KEGG,EC:6.3,K09722
K09723,KEGG,unknown,K09723
K09724,KEGG,unknown,K09724
K09725,KEGG,unknown,K09725
K09726,KEGG,unknown,K09726
K09727,KEGG,unknown,K09727
K09728,KEGG,unknown,K09728
K09729,KEGG,unknown,K09729
K09730,KEGG,unknown,K09730
K09732,KEGG,unknown,K09732
K09733,KEGG,EC:4.2,K09733
K09735,KEGG,EC:2.7,K09735
K09736,KEGG,unknown,K09736
K09737,KEGG,unknown,K09737
K09738,KEGG,unknown,K09738
K09739,KEGG,EC:4.1,K09739
K09740,KEGG,unknown,K09740
K09741,KEGG,unknown,K09741
K09744,KEGG,unknown,K09744
K09746,KEGG,unknown,K09746
K09747,KEGG,unknown,K09747
K09748,KEGG,unknown,K09748
K09749,KEGG,unknown,K09749
K09757,KEGG,EC:3.4,K09757
K09758,KEGG,EC:4.1,K09758
K09759,KEGG,EC:6.1,K09759
K09760,KEGG,unknown,K09760
K09761,KEGG,EC:2.1,K09761
K09762,KEGG,unknown,K09762
K09763,KEGG,unknown,K09763
K09764,KEGG,unknown,K09764
K09765,KEGG,EC:1.1,K09765
K09766,KEGG,unknown,K09766
K09767,KEGG,unknown,K09767
K09768,KEGG,unknown,K09768
K09769,KEGG,EC:3.1,K09769
K09770,KEGG,unknown,K09770
K09771,KEGG,unknown,K09771
K09772,KEGG,unknown,K09772
K09773,KEGG,EC:2.7,K09773
K09774,KEGG,unknown,K09774
K09775,KEGG,unknown,K09775
K09777,KEGG,unknown,K09777
K09778,KEGG,EC:2.3,K09778
K09779,KEGG,unknown,K09779
K09780,KEGG,unknown,K09780
K09781,KEGG,unknown,K09781
K09786,KEGG,unknown,K09786
K09787,KEGG,unknown,K09787
K09788,KEGG,EC:5.3,K09788
K09789,KEGG,EC:3.1,K09789
K09790,KEGG,unknown,K09790
K09791,KEGG,unknown,K09791
K09792,KEGG,unknown,K09792
K09793,KEGG,unknown,K09793
K09794,KEGG,unknown,K09794
K09795,KEGG,unknown,K09795
K09796,KEGG,unknown,K09796
K09797,KEGG,unknown,K09797
K09798,KEGG,unknown,K09798
K09799,KEGG,unknown,K09799
K09800,KEGG,unknown,K09800
K09801,KEGG,unknown,K09801
K09802,KEGG,unknown,K09802
K09803,KEGG,unknown,K09803
K09804,KEGG,unknown,K09804
K09805,KEGG,unknown,K09805
K09806,KEGG,unknown,K09806
K09807,KEGG,unknown,K09807
K09808,KEGG,unknown,K09808
K09809,KEGG,EC:2.7,K09809
K09810,KEGG,EC:7.6,K09810
K09811,KEGG,unknown,K09811
K09812,KEGG,unknown,K09812
K09813,KEGG,unknown,K09813
K09814,KEGG,EC:7.6,K09814
K09815,KEGG,unknown,K09815
K09816,KEGG,unknown,K09816
K09817,KEGG,EC:7.2,K09817
K09819,KEGG,unknown,K09819
K09823,KEGG,unknown,K09823
K09824,KEGG,unknown,K09824
K09825,KEGG,unknown,K09825
K09826,KEGG,unknown,K09826
K09834,KEGG,EC:5.5,K09834
K09835,KEGG,EC:5.2,K09835
K09857,KEGG,unknown,K09857
K09858,KEGG,unknown,K09858
K09859,KEGG,unknown,K09859
K09860,KEGG,unknown,K09860
K09861,KEGG,unknown,K09861
K09862,KEGG,unknown,K09862
K09880,KEGG,EC:3.1,K09880
K09882,KEGG,EC:6.6,K09882
K09883,KEGG,EC:6.6,K09883
K09888,KEGG,unknown,K09888
K09889,KEGG,unknown,K09889
K09890,KEGG,unknown,K09890
K09891,KEGG,unknown,K09891
K09892,KEGG,unknown,K09892
K09893,KEGG,unknown,K09893
K09894,KEGG,unknown,K09894
K09895,KEGG,unknown,K09895
K09896,KEGG,unknown,K09896
K09897,KEGG,unknown,K09897
K09898,KEGG,unknown,K09898
K09899,KEGG,unknown,K09899
K09900,KEGG,EC:3.5,K09900
K09901,KEGG,unknown,K09901
K09902,KEGG,unknown,K09902
K09903,KEGG,EC:2.7,K09903
K09904,KEGG,unknown,K09904
K09906,KEGG,EC:1.1,K09906
K09907,KEGG,unknown,K09907
K09908,KEGG,unknown,K09908
K09909,KEGG,unknown,K09909
K09910,KEGG,unknown,K09910
K09911,KEGG,unknown,K09911
K09912,KEGG,unknown,K09912
K09913,KEGG,EC:2.4,K09913
K09914,KEGG,unknown,K09914
K09915,KEGG,unknown,K09915
K09916,KEGG,unknown,K09916
K09917,KEGG,unknown,K09917
K09918,KEGG,unknown,K09918
K09919,KEGG,unknown,K09919
K09920,KEGG,unknown,K09920
K09921,KEGG,unknown,K09921
K09922,KEGG,unknown,K09922
K09923,KEGG,unknown,K09923
K09924,KEGG,unknown,K09924
K09925,KEGG,unknown,K09925
K09926,KEGG,unknown,K09926
K09927,KEGG,unknown,K09927
K09928,KEGG,unknown,K09928
K09929,KEGG,unknown,K09929
K09930,KEGG,unknown,K09930
K09931,KEGG,unknown,K09931
K09932,KEGG,unknown,K09932
K09933,KEGG,unknown,K09933
K09934,KEGG,unknown,K09934
K09935,KEGG,EC:3.2,K09935
K09936,KEGG,unknown,K09936
K09937,KEGG,unknown,K09937
K09938,KEGG,unknown,K09938
K09939,KEGG,unknown,K09939
K09940,KEGG,unknown,K09940
K09941,KEGG,unknown,K09941
K09942,KEGG,unknown,K09942
K09943,KEGG,unknown,K09943
K09944,KEGG,unknown,K09944
K09945,KEGG,unknown,K09945
K09946,KEGG,unknown,K09946
K09947,KEGG,unknown,K09947
K09949,KEGG,EC:3.6,K09949
K09950,KEGG,unknown,K09950
K09951,KEGG,unknown,K09951
K09952,KEGG,EC:3.1,K09952
K09953,KEGG,EC:3.1,K09953
K09954,KEGG,unknown,K09954
K09955,KEGG,unknown,K09955
K09956,KEGG,unknown,K09956
K09958,KEGG,unknown,K09958
K09959,KEGG,unknown,K09959
K09960,KEGG,unknown,K09960
K09961,KEGG,unknown,K09961
K09962,KEGG,unknown,K09962
K09963,KEGG,unknown,K09963
K09964,KEGG,unknown,K09964
K09965,KEGG,unknown,K09965
K09967,KEGG,unknown,K09967
K09968,KEGG,unknown,K09968
K09969,KEGG,unknown,K09969
K09970,KEGG,unknown,K09970
K09971,KEGG,unknown,K09971
K09972,KEGG,EC:7.4,K09972
K09973,KEGG,unknown,K09973
K09974,KEGG,unknown,K09974
K09975,KEGG,unknown,K09975
K09976,KEGG,unknown,K09976
K09977,KEGG,unknown,K09977
K09978,KEGG,unknown,K09978
K09979,KEGG,unknown,K09979
K09980,KEGG,unknown,K09980
K09981,KEGG,unknown,K09981
K09982,KEGG,unknown,K09982
K09983,KEGG,unknown,K09983
K09984,KEGG,unknown,K09984
K09985,KEGG,unknown,K09985
K09987,KEGG,unknown,K09987
K09988,KEGG,EC:5.3,K09988
K09989,KEGG,unknown,K09989
K09991,KEGG,unknown,K09991
K09992,KEGG,unknown,K09992
K09994,KEGG,EC:2.3,K09994
K09996,KEGG,unknown,K09996
K09997,KEGG,unknown,K09997
K09998,KEGG,unknown,K09998
K09999,KEGG,unknown,K09999
K10000,KEGG,EC:7.4,K10000
K10001,KEGG,unknown,K10001
K10002,KEGG,unknown,K10002
K10003,KEGG,unknown,K10003
K10004,KEGG,EC:7.4,K10004
K10005,KEGG,unknown,K10005
K10006,KEGG,unknown,K10006
K10007,KEGG,unknown,K10007
K10008,KEGG,EC:7.4,K10008
K10009,KEGG,unknown,K10009
K10010,KEGG,EC:7.4,K10010
K10011,KEGG,EC:2.1,K10011
K10012,KEGG,EC:2.4,K10012
K10013,KEGG,unknown,K10013
K10014,KEGG,unknown,K10014
K10015,KEGG,unknown,K10015
K10016,KEGG,unknown,K10016
K10017,KEGG,EC:7.4,K10017
K10018,KEGG,unknown,K10018
K10019,KEGG,unknown,K10019
K10020,KEGG,unknown,K10020
K10021,KEGG,EC:7.4,K10021
K10022,KEGG,unknown,K10022
K10023,KEGG,unknown,K10023
K10024,KEGG,unknown,K10024
K10026,KEGG,EC:4.3,K10026
K10027,KEGG,EC:1.3,K10027
K10034,KEGG,unknown,K10034
K10036,KEGG,unknown,K10036
K10037,KEGG,unknown,K10037
K10038,KEGG,EC:7.4,K10038
K10039,KEGG,unknown,K10039
K10040,KEGG,unknown,K10040
K10041,KEGG,EC:7.4,K10041
K10046,KEGG,EC:5.1,K10046
K10094,KEGG,unknown,K10094
K10107,KEGG,unknown,K10107
K10108,KEGG,unknown,K10108
K10109,KEGG,unknown,K10109
K10110,KEGG,unknown,K10110
K10111,KEGG,EC:7.5,K10111
K10112,KEGG,EC:7.5,K10112
K10117,KEGG,unknown,K10117
K10118,KEGG,unknown,K10118
K10119,KEGG,unknown,K10119
K10120,KEGG,unknown,K10120
K10121,KEGG,unknown,K10121
K10122,KEGG,unknown,K10122
K10123,KEGG,unknown,K10123
K10124,KEGG,unknown,K10124
K10125,KEGG,EC:2.7,K10125
K10126,KEGG,unknown,K10126
K10133,KEGG,unknown,K10133
K10188,KEGG,unknown,K10188
K10189,KEGG,unknown,K10189
K10190,KEGG,unknown,K10190
K10192,KEGG,unknown,K10192
K10193,KEGG,unknown,K10193
K10194,KEGG,unknown,K10194
K10195,KEGG,unknown,K10195
K10200,KEGG,unknown,K10200
K10201,KEGG,unknown,K10201
K10202,KEGG,unknown,K10202
K10206,KEGG,EC:2.6,K10206
K10208,KEGG,EC:2.5,K10208
K10209,KEGG,EC:1.3,K10209
K10210,KEGG,EC:1.1,K10210
K10211,KEGG,EC:2.4,K10211
K10212,KEGG,EC:2.3,K10212
K10213,KEGG,EC:3.2,K10213
K10218,KEGG,EC:4.1,K10218
K10219,KEGG,EC:1.1,K10219
K10220,KEGG,EC:4.2,K10220
K10221,KEGG,EC:3.1,K10221
K10231,KEGG,EC:2.4,K10231
K10232,KEGG,unknown,K10232
K10236,KEGG,unknown,K10236
K10237,KEGG,unknown,K10237
K10238,KEGG,unknown,K10238
K10240,KEGG,unknown,K10240
K10241,KEGG,unknown,K10241
K10242,KEGG,unknown,K10242
K10254,KEGG,EC:4.2,K10254
K10300,KEGG,EC:5.6,K10300
K10353,KEGG,EC:2.7,K10353
K10420,KEGG,unknown,K10420
K10439,KEGG,unknown,K10439
K10440,KEGG,unknown,K10440
K10441,KEGG,EC:7.5,K10441
K10530,KEGG,EC:1.1,K10530
K10532,KEGG,EC:2.3,K10532
K10536,KEGG,EC:3.5,K10536
K10537,KEGG,unknown,K10537
K10538,KEGG,unknown,K10538
K10539,KEGG,EC:7.5,K10539
K10540,KEGG,unknown,K10540
K10541,KEGG,unknown,K10541
K10542,KEGG,EC:7.5,K10542
K10543,KEGG,unknown,K10543
K10544,KEGG,unknown,K10544
K10546,KEGG,unknown,K10546
K10547,KEGG,unknown,K10547
K10548,KEGG,EC:7.5,K10548
K10549,KEGG,unknown,K10549
K10550,KEGG,unknown,K10550
K10551,KEGG,EC:7.5,K10551
K10555,KEGG,unknown,K10555
K10556,KEGG,unknown,K10556
K10557,KEGG,unknown,K10557
K10558,KEGG,unknown,K10558
K10559,KEGG,unknown,K10559
K10560,KEGG,unknown,K10560
K10561,KEGG,unknown,K10561
K10562,KEGG,EC:7.5,K10562
K10563,KEGG,EC:3.2,K10563
K10566,KEGG,EC:4.8,K10566
K10615,KEGG,EC:2.3,K10615
K10617,KEGG,unknown,K10617
K10670,KEGG,EC:1.2,K10670
K10671,KEGG,EC:1.2,K10671
K10672,KEGG,EC:1.2,K10672
K10678,KEGG,unknown,K10678
K10679,KEGG,unknown,K10679
K10680,KEGG,unknown,K10680
K10681,KEGG,EC:2.7,K10681
K10682,KEGG,unknown,K10682
K10697,KEGG,unknown,K10697
K10700,KEGG,EC:1.1,K10700
K10701,KEGG,EC:6.4,K10701
K10702,KEGG,EC:3.7,K10702
K10708,KEGG,EC:3.5,K10708
K10709,KEGG,EC:5.1,K10709
K10710,KEGG,EC:2.7,K10710
K10711,KEGG,unknown,K10711
K10713,KEGG,EC:4.2,K10713
K10716,KEGG,unknown,K10716
K10725,KEGG,unknown,K10725
K10726,KEGG,EC:5.6,K10726
K10747,KEGG,EC:6.5,K10747
K10748,KEGG,unknown,K10748
K10761,KEGG,EC:2.7,K10761
K10762,KEGG,unknown,K10762
K10763,KEGG,unknown,K10763
K10764,KEGG,EC:2.5,K10764
K10773,KEGG,EC:4.2,K10773
K10778,KEGG,EC:2.1,K10778
K10780,KEGG,EC:1.3,K10780
K10793,KEGG,EC:1.2,K10793
K10794,KEGG,EC:1.2,K10794
K10795,KEGG,unknown,K10795
K10796,KEGG,unknown,K10796
K10797,KEGG,EC:1.3,K10797
K10800,KEGG,EC:3.2,K10800
K10804,KEGG,EC:3.1,K10804
K10805,KEGG,EC:3.1,K10805
K10806,KEGG,EC:3.1,K10806
K10811,KEGG,EC:2.5,K10811
K10819,KEGG,EC:2.7,K10819
K10820,KEGG,EC:7.5,K10820
K10822,KEGG,EC:7.4,K10822
K10823,KEGG,unknown,K10823
K10824,KEGG,EC:7.2,K10824
K10829,KEGG,EC:7.2,K10829
K10830,KEGG,EC:7.2,K10830
K10831,KEGG,EC:7.6,K10831
K10834,KEGG,EC:7.6,K10834
K10843,KEGG,EC:5.6,K10843
K10844,KEGG,EC:5.6,K10844
K10848,KEGG,EC:3.1,K10848
K10851,KEGG,unknown,K10851
K10857,KEGG,EC:3.1,K10857
K10906,KEGG,EC:3.1,K10906
K10907,KEGG,EC:2.6,K10907
K10908,KEGG,EC:2.7,K10908
K10912,KEGG,unknown,K10912
K10914,KEGG,unknown,K10914
K10917,KEGG,unknown,K10917
K10919,KEGG,unknown,K10919
K10920,KEGG,unknown,K10920
K10923,KEGG,unknown,K10923
K10924,KEGG,unknown,K10924
K10925,KEGG,unknown,K10925
K10927,KEGG,unknown,K10927
K10930,KEGG,unknown,K10930
K10931,KEGG,unknown,K10931
K10932,KEGG,unknown,K10932
K10934,KEGG,unknown,K10934
K10938,KEGG,unknown,K10938
K10939,KEGG,unknown,K10939
K10941,KEGG,unknown,K10941
K10942,KEGG,EC:2.7,K10942
K10943,KEGG,unknown,K10943
K10947,KEGG,unknown,K10947
K10954,KEGG,unknown,K10954
K10961,KEGG,unknown,K10961
K10963,KEGG,unknown,K10963
K10966,KEGG,EC:3.4,K10966
K10971,KEGG,EC:2.4,K10971
K10972,KEGG,unknown,K10972
K10973,KEGG,unknown,K10973
K10974,KEGG,unknown,K10974
K10975,KEGG,unknown,K10975
K10977,KEGG,EC:2.3,K10977
K10978,KEGG,EC:1.1,K10978
K10979,KEGG,unknown,K10979
K10984,KEGG,EC:2.7,K10984
K10985,KEGG,unknown,K10985
K10986,KEGG,unknown,K10986
K11003,KEGG,unknown,K11003
K11004,KEGG,unknown,K11004
K11006,KEGG,unknown,K11006
K11007,KEGG,unknown,K11007
K11010,KEGG,unknown,K11010
K11011,KEGG,unknown,K11011
K11012,KEGG,unknown,K11012
K11013,KEGG,unknown,K11013
K11014,KEGG,unknown,K11014
K11015,KEGG,unknown,K11015
K11016,KEGG,unknown,K11016
K11017,KEGG,unknown,K11017
K11021,KEGG,unknown,K11021
K11028,KEGG,unknown,K11028
K11030,KEGG,unknown,K11030
K11031,KEGG,unknown,K11031
K11038,KEGG,unknown,K11038
K11040,KEGG,unknown,K11040
K11041,KEGG,unknown,K11041
K11045,KEGG,unknown,K11045
K11049,KEGG,unknown,K11049
K11050,KEGG,unknown,K11050
K11051,KEGG,unknown,K11051
K11058,KEGG,unknown,K11058
K11059,KEGG,unknown,K11059
K11060,KEGG,unknown,K11060
K11062,KEGG,unknown,K11062
K11063,KEGG,unknown,K11063
K11065,KEGG,EC:1.1,K11065
K11066,KEGG,EC:3.5,K11066
K11068,KEGG,unknown,K11068
K11069,KEGG,unknown,K11069
K11070,KEGG,unknown,K11070
K11071,KEGG,unknown,K11071
K11072,KEGG,EC:7.6,K11072
K11073,KEGG,unknown,K11073
K11074,KEGG,unknown,K11074
K11075,KEGG,unknown,K11075
K11076,KEGG,EC:7.6,K11076
K11081,KEGG,unknown,K11081
K11082,KEGG,unknown,K11082
K11083,KEGG,unknown,K11083
K11084,KEGG,unknown,K11084
K11085,KEGG,EC:7.5,K11085
K11089,KEGG,unknown,K11089
K11102,KEGG,unknown,K11102
K11103,KEGG,unknown,K11103
K11104,KEGG,unknown,K11104
K11105,KEGG,unknown,K11105
K11106,KEGG,unknown,K11106
K11107,KEGG,unknown,K11107
K11119,KEGG,unknown,K11119
K11120,KEGG,unknown,K11120
K11130,KEGG,unknown,K11130
K11131,KEGG,EC:5.4,K11131
K11144,KEGG,unknown,K11144
K11145,KEGG,EC:3.1,K11145
K11148,KEGG,EC:1.1,K11148
K11163,KEGG,EC:1.1,K11163
K11175,KEGG,EC:2.1,K11175
K11176,KEGG,EC:3.5,K11176
K11177,KEGG,EC:1.1,K11177
K11178,KEGG,EC:1.1,K11178
K11179,KEGG,EC:2.8,K11179
K11180,KEGG,EC:1.8,K11180
K11181,KEGG,EC:1.8,K11181
K11183,KEGG,EC:2.7,K11183
K11184,KEGG,unknown,K11184
K11192,KEGG,EC:2.7,K11192
K11200,KEGG,EC:2.7,K11200
K11201,KEGG,EC:2.7,K11201
K11202,KEGG,EC:2.7,K11202
K11203,KEGG,unknown,K11203
K11206,KEGG,EC:3.5,K11206
K11208,KEGG,unknown,K11208
K11209,KEGG,EC:1.8,K11209
K11211,KEGG,EC:2.7,K11211
K11212,KEGG,EC:2.7,K11212
K11214,KEGG,EC:2.7,K11214
K11216,KEGG,EC:2.7,K11216
K11249,KEGG,unknown,K11249
K11250,KEGG,unknown,K11250
K11258,KEGG,EC:2.2,K11258
K11260,KEGG,unknown,K11260
K11261,KEGG,EC:1.2,K11261
K11264,KEGG,EC:4.1,K11264
K11312,KEGG,unknown,K11312
K11329,KEGG,unknown,K11329
K11358,KEGG,EC:2.6,K11358
K11381,KEGG,EC:1.2,K11381
K11382,KEGG,unknown,K11382
K11383,KEGG,EC:2.7,K11383
K11384,KEGG,unknown,K11384
K11391,KEGG,EC:2.1,K11391
K11392,KEGG,EC:2.1,K11392
